6 5 2 h1,roll keep roll,1
5 4 2 h2,keep roll roll,0
6 5 5 h1,roll roll keep,1
5 5 5 h2,roll roll keep,-24
5 4 3 h1,roll roll roll,25
4 3 2 h2,roll keep roll,0
4 3 2 h1,keep keep roll,1
4 1 1 h2,keep keep keep,0
4 1 1 h1,roll keep roll,1
5 3 2 h2,keep keep roll,0
5 3 2 h1,roll keep keep,1
6 4 1 h2,keep roll keep,0
6 5 1 h1,keep roll keep,1
6 6 3 h2,roll keep keep,0
6 6 3 h1,keep keep roll,1
6 2 2 h2,keep keep keep,0
6 2 2 h1,keep roll roll,1
6 5 1 h2,roll roll roll,0
5 5 3 h1,roll keep keep,1
6 5 3 h2,roll roll keep,0
6 3 3 h1,roll roll roll,1
6 4 2 h2,roll keep keep,0
4 2 2 h1,roll roll roll,1
4 3 2 h2,roll roll roll,0
5 4 2 h1,roll keep keep,100
4 4 1 h2,keep keep keep,0
4 4 1 h1,keep roll roll,100
3 2 1 h2,roll roll keep,9
5 1 1 h1,roll keep keep,1
5 3 1 h2,roll keep roll,0
5 3 1 h1,keep keep keep,1
6 6 1 h2,keep keep roll,0
6 6 4 h1,roll roll keep,1
5 5 3 h2,keep keep keep,0
5 5 3 h1,roll roll keep,1
3 2 1 h2,keep keep keep,0
3 2 1 h1,roll roll keep,1
5 3 2 h2,roll roll roll,0
6 4 4 h1,roll roll keep,100
4 2 2 h2,roll keep keep,0
5 2 2 h1,roll roll roll,10
6 3 3 h2,keep keep roll,0
6 4 3 h1,keep roll keep,1
5 5 1 h2,keep keep roll,0
5 5 1 h1,keep roll roll,1
2 1 1 h2,roll roll roll,-9
5 4 4 h1,keep keep roll,10
5 2 1 h2,keep keep roll,0
5 2 2 h1,keep keep keep,1
5 5 3 h2,roll keep keep,0
5 3 1 h1,roll keep roll,1
6 5 2 h2,roll keep roll,0
5 5 1 h1,keep keep roll,1
5 5 5 h2,roll roll roll,-24
5 3 3 h1,keep roll keep,25
6 3 2 h2,keep keep keep,0
6 3 2 h1,roll keep keep,1
6 5 4 h2,keep roll roll,0
6 3 1 h1,keep keep roll,1
5 3 1 h2,roll keep keep,0
4 3 1 h1,roll keep keep,1
4 3 3 h2,keep keep roll,0
5 4 3 h1,roll keep roll,25
6 4 4 h2,roll roll roll,0
5 4 3 h1,keep keep roll,1
5 3 2 h2,roll keep roll,0
4 3 3 h1,keep roll keep,1
5 4 3 h2,keep keep keep,0
5 4 3 h1,keep roll keep,1
3 2 1 h2,keep roll roll,0
5 4 3 h1,roll keep keep,1
6 6 3 h2,roll keep roll,0
6 3 2 h1,roll roll roll,1
4 4 2 h2,keep roll keep,0
4 2 2 h1,keep roll roll,1
4 4 1 h2,keep roll keep,99
6 3 1 h2,keep keep roll,0
6 3 2 h1,keep keep keep,1
5 4 3 h2,keep keep roll,0
5 4 2 h1,roll roll keep,1
5 3 3 h2,roll roll roll,0
6 4 4 h1,keep keep roll,1
3 3 3 h2,roll keep keep,-24
5 3 3 h1,keep roll roll,25
5 5 3 h2,keep keep roll,0
5 5 1 h1,keep keep roll,1
6 5 2 h2,keep roll keep,0
6 5 2 h1,keep roll keep,1
4 3 2 h2,roll roll keep,0
5 3 2 h1,keep roll roll,1
5 4 3 h2,roll roll keep,0
5 3 1 h1,roll roll roll,25
6 4 2 h2,keep keep roll,0
6 6 4 h1,keep keep keep,1
6 1 1 h2,roll roll roll,-9
4 2 2 h1,roll keep keep,10
6 3 2 h2,keep roll roll,0
6 6 5 h1,roll roll roll,1
5 2 1 h2,keep roll keep,0
5 5 1 h1,roll keep roll,1
4 4 3 h2,keep roll keep,0
6 4 3 h1,keep roll roll,1
2 2 1 h2,roll roll keep,9
5 1 1 h1,roll roll keep,21
6 3 1 h2,keep keep roll,0
6 6 3 h1,roll roll roll,1
5 2 2 h2,keep roll roll,0
6 5 3 h1,roll roll roll,1
5 5 1 h2,roll roll keep,9
2 1 1 h1,roll roll keep,1
5 5 1 h2,roll keep keep,0
5 3 1 h1,roll roll roll,1
1 1 1 h2,roll keep roll,70
4 4 3 h2,roll roll roll,0
3 2 2 h1,roll roll keep,1
6 5 2 h2,keep keep keep,0
6 5 2 h1,roll keep keep,1
6 4 1 h2,roll keep keep,0
4 4 1 h1,roll keep roll,1
5 3 3 h2,keep roll roll,0
6 5 5 h1,keep keep roll,1
5 2 1 h2,roll keep roll,0
3 3 2 h1,roll keep roll,1
5 3 1 h2,keep roll roll,0
5 4 3 h1,roll roll keep,1
4 1 1 h2,roll keep roll,-9
6 3 1 h1,keep roll keep,10
3 3 3 h2,roll keep roll,-24
4 3 1 h1,roll keep keep,25
6 4 2 h2,roll keep keep,0
4 2 2 h1,keep roll roll,1
6 5 1 h2,roll keep roll,0
6 5 3 h1,keep keep roll,1
6 3 2 h2,keep roll keep,0
6 2 2 h1,keep keep keep,1
6 3 3 h2,keep keep roll,0
6 3 1 h1,roll roll keep,1
5 4 2 h2,roll keep keep,0
6 4 2 h1,roll keep keep,1
6 3 2 h2,roll roll keep,0
5 2 2 h1,roll roll keep,1
5 1 1 h2,keep roll keep,-9
5 2 1 h1,roll keep keep,10
6 5 3 h2,roll keep keep,0
6 5 3 h1,keep roll roll,1
6 4 4 h2,roll roll keep,0
6 4 2 h1,keep roll roll,1
6 6 2 h2,keep roll keep,0
6 2 1 h1,roll roll keep,1
3 3 2 h2,roll keep roll,0
3 3 1 h1,roll keep keep,1
5 3 2 h2,roll keep keep,0
4 3 2 h1,roll roll roll,1
6 3 1 h2,keep keep keep,0
6 3 1 h1,keep keep keep,1
4 1 1 h2,keep roll keep,-9
4 3 1 h1,keep roll roll,10
2 2 1 h2,keep roll keep,9
2 1 1 h1,keep roll keep,-8
3 2 1 h2,roll roll roll,0
5 4 1 h1,keep roll keep,1
4 4 1 h2,keep keep keep,0
4 4 1 h1,roll roll roll,1
6 1 1 h2,roll roll keep,-9
5 5 1 h1,keep keep roll,10
6 4 2 h2,roll keep keep,0
5 4 2 h1,roll roll keep,1
6 3 2 h2,keep keep roll,0
6 3 1 h1,roll keep roll,1
5 4 2 h2,keep roll roll,0
5 2 2 h1,keep keep roll,1
4 4 1 h2,keep roll roll,0
4 4 3 h1,keep roll keep,1
6 2 1 h2,keep roll roll,0
6 4 1 h1,keep roll roll,1
6 4 2 h2,keep keep keep,0
6 4 2 h1,roll keep roll,1
5 5 3 h2,keep roll keep,0
5 3 3 h1,roll keep roll,1
3 2 1 h2,keep keep roll,0
3 3 2 h1,roll roll keep,1
6 5 2 h2,keep keep roll,0
6 5 1 h1,keep keep roll,1
6 1 1 h2,roll roll keep,0
5 1 1 h1,roll roll keep,1
6 5 2 h2,keep keep roll,0
6 5 1 h1,keep roll keep,1
5 3 2 h2,keep keep roll,0
5 3 1 h1,roll roll roll,1
5 4 3 h2,roll keep roll,0
6 4 3 h1,roll roll roll,1
6 4 3 h2,roll roll keep,0
3 2 1 h1,roll keep roll,1
6 5 2 h2,keep keep keep,0
6 5 2 h1,roll keep keep,1
3 3 2 h2,roll keep roll,0
5 3 1 h1,roll keep roll,1
5 2 2 h2,roll keep roll,0
3 2 1 h1,keep roll keep,10
5 4 3 h2,roll keep roll,0
6 4 2 h1,keep roll keep,1
6 3 1 h2,roll keep keep,0
4 3 1 h1,keep keep keep,1
5 4 1 h2,keep keep keep,0
5 4 1 h1,roll roll roll,1
3 2 2 h2,keep roll keep,0
3 2 1 h1,roll keep roll,1
5 3 2 h2,keep roll keep,0
5 4 2 h1,keep keep roll,1
5 2 1 h2,roll keep keep,9
2 1 1 h1,roll keep roll,-8
6 2 2 h2,roll roll roll,0
3 2 1 h1,roll keep roll,1
4 3 1 h2,roll keep keep,0
6 3 1 h1,roll roll roll,1
6 6 5 h2,keep keep keep,0
6 6 5 h1,roll roll roll,10
5 5 2 h2,keep roll keep,0
5 4 2 h1,roll keep roll,1
6 6 1 h2,roll keep roll,0
6 2 1 h1,keep roll roll,1
3 2 1 h2,roll keep roll,0
3 3 2 h1,roll keep keep,1
6 4 4 h2,roll roll roll,0
4 4 3 h1,roll roll keep,1
6 5 3 h2,roll keep roll,0
5 5 1 h1,keep keep roll,1
6 6 5 h2,keep keep roll,24
6 6 6 h1,roll roll roll,-23
5 3 3 h2,roll keep roll,0
6 3 2 h1,roll keep roll,1
5 5 5 h2,keep roll roll,-24
5 5 3 h1,roll roll roll,25
6 4 3 h2,roll roll roll,0
6 3 2 h1,keep roll keep,1
5 4 2 h2,keep keep roll,0
5 4 2 h1,keep roll roll,1
5 5 1 h2,roll roll keep,0
5 5 1 h1,keep keep roll,1
3 1 1 h2,keep roll keep,0
3 1 1 h1,roll keep keep,10
6 5 3 h2,roll keep roll,0
6 5 4 h1,roll roll keep,1
6 2 1 h2,roll roll roll,9
4 1 1 h1,keep roll keep,-8
4 4 1 h2,keep roll keep,0
6 4 1 h1,roll roll keep,10
5 3 1 h2,keep keep keep,0
5 3 1 h1,roll roll keep,1
3 3 1 h2,keep keep keep,0
3 3 1 h1,keep roll roll,1
5 4 1 h2,roll keep roll,0
5 4 1 h1,roll keep keep,1
4 4 2 h2,keep keep roll,0
4 4 3 h1,keep keep keep,1
4 3 2 h2,roll keep roll,0
5 4 3 h1,roll roll roll,25
6 4 2 h2,roll keep keep,99
6 4 1 h2,keep keep keep,0
6 4 1 h1,keep keep roll,1
6 4 2 h2,roll roll keep,0
6 6 2 h1,roll keep keep,1
5 4 2 h2,keep keep keep,0
5 4 2 h1,keep keep keep,1
6 4 3 h2,keep roll roll,0
6 6 4 h1,keep roll roll,1
6 4 2 h2,keep roll keep,0
6 3 2 h1,roll keep keep,1
4 4 1 h2,roll keep roll,0
6 4 4 h1,keep keep keep,1
6 4 3 h2,roll roll roll,0
5 4 1 h1,roll roll roll,1
4 3 2 h2,roll roll roll,0
5 5 4 h1,keep keep roll,1
6 3 2 h2,keep keep roll,0
6 6 3 h1,roll keep roll,1
2 2 1 h2,keep keep keep,0
2 2 1 h1,roll keep keep,1
6 5 2 h2,keep keep roll,0
6 6 5 h1,roll roll roll,1
4 3 1 h2,keep keep roll,0
6 4 3 h1,roll keep roll,1
4 1 1 h2,keep roll roll,-9
4 4 1 h1,keep keep roll,10
4 4 3 h2,roll roll keep,0
4 3 2 h1,roll roll keep,1
6 5 3 h2,keep keep roll,0
6 5 4 h1,roll roll keep,1
2 1 1 h2,keep keep roll,-9
6 2 1 h1,roll roll roll,10
4 4 3 h2,roll roll keep,0
3 3 1 h1,roll roll keep,1
2 1 1 h2,keep keep roll,0
2 1 1 h1,roll roll roll,100
5 5 2 h2,keep keep keep,0
5 5 2 h1,roll roll roll,1
6 5 4 h2,roll roll roll,0
6 4 3 h1,keep keep roll,1
6 3 1 h2,roll keep keep,0
6 3 1 h1,keep roll keep,1
2 2 1 h2,roll roll roll,0
5 2 1 h1,roll keep roll,1
3 2 1 h2,roll keep keep,0
3 2 1 h1,keep keep roll,1
6 6 5 h2,keep roll keep,0
6 6 5 h1,keep roll roll,1
6 5 5 h2,keep roll keep,0
6 6 5 h1,roll roll keep,1
6 5 3 h2,roll keep keep,0
6 5 3 h1,roll keep keep,1
2 2 2 h2,keep keep roll,-24
2 2 1 h1,keep keep roll,25
6 5 5 h2,roll roll roll,0
3 3 1 h1,keep keep roll,1
6 4 4 h2,roll roll roll,0
5 4 3 h1,roll keep roll,1
6 6 5 h2,roll keep keep,0
6 5 2 h1,roll roll roll,1
2 1 1 h2,roll keep roll,20
1 1 1 h1,keep roll keep,10
3 1 1 h2,roll roll roll,-9
5 2 2 h1,keep keep keep,10
3 3 1 h2,keep keep roll,0
6 3 3 h1,keep roll roll,1
5 4 3 h2,roll keep keep,0
4 3 2 h1,roll roll keep,1
6 6 2 h2,keep roll roll,0
6 2 1 h1,roll keep keep,1
5 5 2 h2,roll roll keep,0
6 2 1 h1,keep keep keep,1
3 2 2 h2,roll roll keep,0
6 4 2 h1,roll keep keep,1
6 2 1 h2,keep roll roll,0
6 4 3 h1,keep roll roll,1
4 4 1 h2,roll roll roll,0
5 5 3 h1,keep keep keep,1
6 4 4 h2,roll roll roll,0
5 4 4 h1,roll keep roll,1
6 2 1 h2,keep roll keep,0
6 2 1 h1,keep keep roll,1
6 5 1 h2,roll roll keep,9
6 1 1 h1,keep roll roll,-8
4 4 1 h2,keep roll roll,0
4 4 2 h1,keep keep roll,1
2 2 1 h2,roll keep roll,0
4 2 2 h1,keep keep keep,1
6 3 2 h2,keep keep roll,0
6 5 3 h1,roll roll keep,1
5 4 3 h2,keep keep keep,0
5 4 3 h1,keep keep keep,1
6 4 3 h2,keep keep roll,0
6 4 3 h1,roll roll roll,25
6 3 1 h2,roll roll keep,9
5 1 1 h1,roll keep keep,1
4 1 1 h2,roll keep keep,0
6 1 1 h1,keep roll keep,1
4 4 2 h2,roll roll keep,0
3 2 2 h1,keep roll roll,1
2 2 1 h2,keep keep roll,0
6 2 2 h1,keep roll roll,1
5 2 2 h2,keep keep keep,0
5 2 2 h1,roll keep roll,1
3 3 3 h2,roll keep keep,-24
6 3 3 h1,keep roll keep,25
6 2 2 h2,roll roll keep,0
3 2 1 h1,roll roll roll,1
6 2 2 h2,roll keep keep,0
5 2 2 h1,roll roll keep,100
5 4 1 h2,roll roll roll,0
2 2 1 h1,roll roll keep,10
4 3 1 h2,keep roll roll,9
4 1 1 h1,roll roll roll,1
6 3 3 h2,keep keep keep,0
6 3 3 h1,roll roll keep,25
5 3 2 h2,roll roll roll,0
6 4 2 h1,keep keep roll,1
6 3 1 h2,keep keep roll,0
6 3 2 h1,roll keep roll,10
5 4 2 h2,keep keep roll,0
5 4 4 h1,keep keep keep,1
6 6 5 h2,roll keep roll,0
6 5 4 h1,roll roll roll,1
6 1 1 h2,keep keep keep,0
6 1 1 h1,roll keep roll,10
6 3 3 h2,roll keep keep,0
3 3 1 h1,roll keep roll,1
6 6 2 h2,keep keep keep,0
6 6 2 h1,keep roll keep,1
4 3 2 h2,keep keep roll,0
4 3 3 h1,keep roll roll,1
5 4 2 h2,roll roll roll,0
5 5 4 h1,roll roll keep,1
6 6 3 h2,roll roll keep,0
5 3 3 h1,keep keep roll,1
6 6 5 h2,keep keep keep,0
6 6 5 h1,keep roll keep,1
5 3 2 h2,roll keep keep,0
4 3 2 h1,keep keep roll,1
5 5 2 h2,keep roll keep,0
5 4 2 h1,keep keep keep,1
5 2 1 h2,keep keep keep,0
5 2 1 h1,roll roll keep,10
3 3 2 h2,keep roll keep,0
6 3 2 h1,roll keep roll,1
6 3 1 h2,roll keep keep,0
6 3 1 h1,keep keep keep,1
6 4 1 h2,keep keep keep,0
6 4 1 h1,roll keep keep,100
5 2 2 h2,roll roll roll,0
6 5 1 h1,roll roll roll,1
4 3 2 h2,keep roll roll,0
6 4 3 h1,roll keep roll,1
6 4 2 h2,roll roll roll,0
6 3 3 h1,keep keep keep,1
6 2 1 h2,keep keep roll,0
6 2 2 h1,roll roll keep,1
6 3 2 h2,keep keep keep,0
6 3 2 h1,roll roll roll,1
4 3 2 h2,roll keep keep,0
5 3 2 h1,keep roll roll,25
6 1 1 h2,roll roll keep,0
5 1 1 h1,keep keep roll,1
6 6 1 h2,roll roll keep,0
6 3 1 h1,roll keep keep,1
6 4 2 h2,keep roll roll,0
6 6 5 h1,roll roll roll,1
5 5 2 h2,keep roll roll,0
5 5 2 h1,roll roll keep,1
6 3 3 h2,keep keep roll,0
6 3 3 h1,roll keep keep,1
5 3 3 h2,roll keep keep,0
5 3 3 h1,keep roll roll,1
6 4 3 h2,keep roll keep,0
6 3 3 h1,roll roll roll,10
6 2 1 h2,roll keep roll,0
5 2 1 h1,roll roll keep,10
4 1 1 h2,keep roll roll,-9
6 4 4 h1,roll keep keep,10
4 4 2 h2,keep roll keep,0
5 4 2 h1,roll keep roll,1
5 3 3 h2,roll roll keep,0
3 3 2 h1,keep keep keep,1
4 4 1 h2,roll keep keep,0
4 3 1 h1,keep roll keep,1
5 4 1 h2,keep keep roll,0
5 4 1 h1,keep roll keep,1
5 4 3 h2,keep roll roll,0
5 5 4 h1,keep keep roll,1
6 2 1 h2,roll keep roll,0
5 2 2 h1,keep roll roll,1
2 2 1 h2,keep keep roll,0
5 2 2 h1,roll keep roll,1
5 4 2 h2,roll roll roll,0
6 4 2 h1,keep keep roll,1
5 3 3 h2,roll keep roll,0
6 4 3 h1,keep keep keep,1
3 2 1 h2,roll roll keep,0
6 6 1 h1,keep keep keep,1
6 6 5 h2,keep roll roll,0
6 2 2 h1,roll roll roll,1
6 4 2 h2,keep keep keep,0
6 4 2 h1,keep keep roll,1
5 5 3 h2,roll keep roll,24
5 5 5 h1,keep roll keep,-23
6 6 1 h2,roll keep roll,0
6 6 2 h1,roll roll roll,30
4 3 1 h2,keep keep keep,0
4 3 1 h1,keep keep roll,1
5 3 1 h2,roll keep keep,0
4 3 1 h1,keep keep roll,1
6 5 1 h2,roll roll keep,0
5 4 1 h1,keep keep keep,1
5 3 2 h2,keep roll roll,0
6 5 4 h1,keep roll roll,1
5 3 2 h2,keep keep keep,0
5 3 2 h1,keep keep roll,1
5 3 2 h2,roll roll roll,0
5 5 1 h1,roll keep keep,1
4 3 2 h2,roll keep roll,24
3 3 3 h1,roll roll roll,-23
6 4 3 h2,roll roll keep,0
3 3 1 h1,keep roll keep,10
5 4 2 h2,keep roll keep,0
5 3 2 h1,keep roll roll,1
5 3 2 h2,keep keep keep,0
5 3 2 h1,roll roll roll,1
4 4 2 h2,roll roll keep,0
5 4 2 h1,keep roll keep,1
6 2 1 h2,roll roll keep,0
6 5 1 h1,roll roll keep,1
5 5 4 h2,keep roll roll,0
6 5 1 h1,roll keep roll,1
6 4 2 h2,keep roll roll,0
6 6 5 h1,keep roll keep,1
3 3 1 h2,keep roll roll,0
6 4 3 h1,roll keep keep,1
6 5 4 h2,keep keep roll,0
6 5 1 h1,keep roll keep,1
5 2 1 h2,roll roll keep,0
4 3 1 h1,roll roll keep,10
6 4 1 h2,keep keep keep,0
6 4 1 h1,roll keep keep,1
6 4 4 h2,keep roll keep,0
6 6 4 h1,roll keep roll,1
6 4 2 h2,keep roll keep,0
6 5 2 h1,roll roll roll,1
6 5 4 h2,keep keep roll,0
6 5 1 h1,roll roll roll,1
6 6 1 h2,keep roll keep,0
6 2 1 h1,keep keep keep,1
6 6 3 h2,keep keep keep,0
6 6 3 h1,keep roll roll,1
2 2 1 h2,keep roll roll,0
5 2 2 h1,roll keep keep,1
6 2 1 h2,roll keep roll,0
5 3 2 h1,roll keep keep,1
6 4 3 h2,keep keep roll,0
6 5 4 h1,keep keep keep,1
6 5 3 h2,roll roll keep,0
4 3 1 h1,roll keep roll,1
6 4 1 h2,keep keep roll,0
6 6 4 h1,keep roll roll,1
6 3 1 h2,keep roll keep,0
6 6 1 h1,roll keep keep,10
6 2 1 h2,roll keep roll,0
6 3 2 h1,roll roll keep,1
6 6 5 h2,roll roll roll,0
6 5 1 h1,keep roll roll,1
6 4 4 h2,roll keep roll,0
6 4 1 h1,roll keep keep,1
2 1 1 h2,keep keep roll,90
6 4 3 h2,roll roll keep,0
3 3 1 h1,roll roll keep,10
6 6 4 h2,roll keep keep,0
6 6 4 h1,keep roll roll,1
6 4 1 h2,roll keep keep,0
4 4 1 h1,roll keep roll,1
6 4 1 h2,keep keep keep,0
6 4 1 h1,roll keep keep,1
5 5 1 h2,roll keep roll,0
6 5 2 h1,roll keep keep,1
6 3 1 h2,roll roll roll,0
4 3 1 h1,keep roll roll,100
5 3 2 h2,keep keep keep,0
5 3 2 h1,roll roll keep,1
5 5 2 h2,roll roll keep,0
5 3 2 h1,roll keep roll,1
6 4 4 h2,keep keep keep,0
6 4 4 h1,keep roll roll,1
6 4 1 h2,roll roll keep,0
4 4 1 h1,roll roll roll,1
3 3 2 h2,roll keep keep,0
5 3 2 h1,keep roll keep,1
4 3 1 h2,keep keep keep,0
4 3 1 h1,keep roll keep,1
3 2 1 h2,roll keep keep,0
3 2 1 h1,roll keep roll,1
5 5 4 h2,keep keep roll,0
5 5 1 h1,roll keep roll,1
6 5 1 h2,keep roll keep,0
6 3 1 h1,roll roll keep,1
5 3 1 h2,roll keep keep,0
3 3 1 h1,keep roll keep,1
6 5 2 h2,keep keep roll,0
6 5 3 h1,keep roll roll,1
4 4 1 h2,keep keep roll,0
4 4 1 h1,keep keep roll,1
4 4 4 h2,roll keep roll,-24
4 2 2 h1,keep roll keep,25
5 4 1 h2,keep roll roll,0
5 5 3 h1,keep keep keep,1
4 4 3 h2,roll keep keep,0
5 4 3 h1,keep roll roll,1
6 6 3 h2,keep roll keep,0
6 3 2 h1,keep roll keep,1
6 2 2 h2,keep roll keep,0
6 4 2 h1,keep roll keep,1
4 1 1 h2,keep roll keep,-9
4 4 1 h1,roll roll roll,10
5 2 1 h2,keep keep keep,0
5 2 1 h1,roll roll roll,1
6 6 2 h2,keep keep keep,0
6 6 2 h1,keep roll roll,1
5 4 1 h2,roll keep keep,0
4 3 1 h1,keep roll roll,1
4 1 1 h2,roll keep roll,-9
6 5 1 h1,roll roll roll,10
6 3 2 h2,roll roll roll,0
5 5 3 h1,roll keep keep,1
4 3 2 h2,keep roll keep,0
4 2 2 h1,keep roll roll,1
6 2 1 h2,keep roll roll,0
6 5 2 h1,keep roll roll,1
3 3 1 h2,roll keep roll,0
6 3 2 h1,keep keep roll,1
6 3 1 h2,roll roll roll,0
5 5 2 h1,keep keep keep,1
3 2 2 h2,roll roll roll,0
6 6 3 h1,keep keep keep,1
4 1 1 h2,roll keep keep,0
4 1 1 h1,keep keep keep,10
4 4 4 h2,roll roll keep,-24
6 6 4 h1,roll keep keep,25
6 2 1 h2,keep roll keep,0
6 3 1 h1,roll roll roll,1
5 4 2 h2,keep roll keep,0
5 5 2 h1,keep roll keep,1
6 3 2 h2,keep roll keep,0
6 5 2 h1,keep keep keep,1
4 4 1 h2,roll keep roll,0
5 4 4 h1,keep roll keep,1
6 3 2 h2,roll roll roll,0
4 3 3 h1,keep keep keep,1
6 1 1 h2,keep roll keep,-9
6 3 1 h1,keep roll keep,10
3 2 2 h2,keep keep roll,0
5 3 2 h1,roll keep keep,1
3 3 2 h2,roll keep roll,0
6 6 3 h1,roll roll roll,1
5 4 3 h2,roll keep keep,0
6 4 3 h1,roll keep keep,1
6 5 1 h2,keep keep keep,0
6 5 1 h1,keep roll keep,1
5 4 1 h2,roll keep roll,0
5 4 3 h1,keep roll keep,1
6 5 2 h2,keep roll roll,9
6 1 1 h1,roll keep roll,-8
6 4 3 h2,keep roll roll,0
6 5 1 h1,roll roll roll,1
3 3 1 h2,keep roll roll,0
6 3 3 h1,keep roll roll,1
4 2 2 h2,keep keep keep,0
4 2 2 h1,keep keep keep,1
5 1 1 h2,roll roll keep,-9
5 4 1 h1,keep keep keep,10
5 3 2 h2,roll keep roll,0
6 3 1 h1,roll keep roll,1
6 5 3 h2,roll roll roll,0
4 3 3 h1,roll keep keep,1
3 2 1 h2,keep roll roll,0
3 3 1 h1,roll keep roll,1
6 3 2 h2,roll keep roll,0
6 5 3 h1,keep keep keep,1
6 4 3 h2,roll keep roll,0
4 3 1 h1,keep keep keep,1
3 2 1 h2,keep roll roll,0
5 3 1 h1,keep keep roll,1
6 3 2 h2,keep keep roll,0
6 3 1 h1,keep keep keep,1
5 4 4 h2,roll keep keep,0
4 4 1 h1,keep keep keep,1
4 4 1 h2,keep keep roll,0
4 4 3 h1,roll roll keep,1
6 6 1 h2,keep roll roll,0
6 4 2 h1,keep roll keep,1
6 5 4 h2,keep roll roll,0
6 5 1 h1,keep keep roll,1
5 1 1 h2,roll keep keep,0
5 1 1 h1,keep roll keep,1
6 5 2 h2,keep roll roll,0
6 5 1 h1,roll roll keep,10
6 2 1 h2,roll keep roll,0
2 2 1 h1,keep roll keep,1
6 4 2 h2,roll roll roll,0
5 2 2 h1,roll keep keep,1
4 3 3 h2,keep keep keep,0
4 3 3 h1,roll roll keep,1
6 5 4 h2,roll roll roll,0
6 6 1 h1,roll roll keep,10
3 2 1 h2,keep keep roll,0
4 3 2 h1,roll roll roll,1
5 2 2 h2,keep roll keep,0
5 4 2 h1,keep roll keep,1
5 4 3 h2,keep roll keep,0
5 3 3 h1,roll roll keep,1
6 3 2 h2,keep keep keep,0
6 3 2 h1,roll roll roll,1
6 3 2 h2,roll keep keep,0
3 3 2 h1,roll roll roll,1
5 4 2 h2,roll keep roll,0
4 3 2 h1,roll keep keep,1
5 3 2 h2,keep keep roll,0
5 3 3 h1,roll roll keep,1
6 6 5 h2,roll roll roll,0
6 4 2 h1,keep keep keep,1
6 2 1 h2,roll keep keep,0
3 2 1 h1,keep roll roll,1
5 3 2 h2,keep keep roll,0
5 5 3 h1,roll roll roll,1
2 2 1 h2,keep roll roll,99
6 4 3 h2,keep keep roll,0
6 4 1 h1,keep keep roll,1
6 4 1 h2,roll roll roll,24
4 4 4 h1,keep keep roll,-23
6 2 1 h2,keep keep roll,0
6 2 2 h1,keep roll keep,1
5 5 1 h2,roll keep keep,0
5 3 1 h1,roll keep roll,1
5 5 3 h2,keep keep roll,0
5 5 2 h1,keep roll keep,1
4 3 3 h2,roll keep roll,0
6 3 3 h1,roll roll roll,1
6 4 4 h2,roll keep keep,0
4 4 3 h1,keep keep keep,1
5 1 1 h2,roll keep keep,0
6 1 1 h1,keep keep roll,1
4 3 1 h2,roll keep roll,0
6 5 3 h1,roll roll roll,1
5 4 3 h2,keep roll roll,0
5 5 3 h1,keep roll keep,1
6 1 1 h2,keep keep roll,0
6 1 1 h1,roll keep roll,1
5 3 2 h2,keep roll keep,0
5 5 2 h1,keep roll keep,1
4 3 2 h2,keep roll keep,0
4 4 2 h1,roll roll roll,1
2 2 2 h2,roll keep roll,-24
6 4 2 h1,roll roll roll,25
6 5 2 h2,roll roll roll,0
5 4 2 h1,keep roll roll,1
6 6 3 h2,keep keep keep,0
6 6 3 h1,roll roll roll,1
3 1 1 h2,roll roll roll,-9
5 3 2 h1,keep keep roll,10
6 2 1 h2,keep keep roll,0
6 5 2 h1,keep keep roll,1
4 4 1 h2,roll keep keep,9
4 1 1 h1,roll roll roll,-8
3 3 2 h2,roll roll roll,0
4 4 3 h1,keep keep keep,1
3 3 2 h2,keep keep roll,0
4 3 3 h1,keep keep roll,1
5 5 4 h2,keep roll keep,0
5 4 1 h1,roll keep roll,1
6 6 2 h2,roll roll roll,0
5 5 3 h1,keep keep roll,1
6 3 2 h2,roll keep keep,0
3 2 2 h1,roll roll roll,1
4 4 2 h2,keep keep keep,0
4 4 2 h1,keep keep roll,1
3 2 2 h2,roll keep roll,0
5 2 2 h1,keep keep roll,1
5 3 3 h2,keep roll roll,9
5 1 1 h1,roll keep roll,1
5 4 2 h2,keep keep roll,0
5 4 4 h1,roll keep roll,1
3 3 1 h2,keep roll roll,0
6 4 3 h1,roll roll keep,1
4 3 1 h2,roll roll keep,0
2 2 1 h1,roll keep keep,1
4 2 2 h2,keep keep keep,0
4 2 2 h1,roll roll roll,1
6 5 2 h2,roll keep roll,0
5 3 1 h1,keep keep roll,1
6 6 5 h2,roll roll keep,0
6 5 2 h1,keep keep roll,1
4 3 3 h2,roll roll keep,0
6 3 2 h1,roll keep keep,1
6 6 3 h2,roll roll keep,0
6 3 2 h1,roll keep roll,1
6 5 2 h2,roll keep roll,0
5 5 2 h1,roll roll keep,1
6 5 2 h2,roll keep keep,0
5 3 2 h1,roll keep roll,1
6 6 2 h2,roll roll keep,0
6 2 1 h1,keep keep keep,1
4 3 1 h2,keep keep keep,0
4 3 1 h1,roll keep roll,1
6 4 2 h2,keep roll keep,0
6 2 1 h1,keep keep keep,1
3 3 2 h2,roll keep keep,0
3 3 2 h1,roll roll roll,1
3 2 2 h2,keep keep keep,0
3 2 2 h1,keep keep roll,1
5 4 2 h2,roll roll roll,0
